Timestamp,J1,J2,J3,J4,J5,J6,Gripper,State
2025-03-17 15:20:25,4.350024223327637,-0.9499877256206055,1.5000208059894007,-2.099997659722799,-1.5000141302691858,1.4999933242797852,N/A,Default
2025-03-17 15:20:27,4.349990367889404,-0.9500185412219544,1.4999859968768519,-2.099997659722799,-1.4999759832965296,1.5000123977661133,N/A,Moving to Pick
2025-03-17 15:20:34,4.350039958953857,-0.7999947828105469,1.5000208059894007,-2.100016256371969,-1.4999755064593714,1.5000282526016235,CLOSE,Gripper Action
2025-03-17 15:20:34,4.350024223327637,-0.8000220221332093,1.500024143849508,-2.0999824009337367,-1.5000141302691858,1.5000003576278687,N/A,Moving to UP
2025-03-17 15:20:36,4.350008964538574,-0.9800087970546265,1.5000017325030726,-2.100004335443014,-1.5000069777118128,1.4999815225601196,N/A,Moving
2025-03-17 15:20:38,4.683095932006836,-0.963334397678711,1.4999945799456995,-2.2665239773192347,-1.3334324995623987,1.611027717590332,N/A,Moving to Down
2025-03-17 15:20:46,4.949984073638916,-0.7399965089610596,1.499993149434225,-2.5999771557249964,-1.1999872366534632,1.6999855041503906,OPEN,Gripper Action
2025-03-17 15:20:46,4.949999809265137,-0.7400000852397461,1.4999778906451624,-2.599999090234274,-1.1999996344195765,1.7000010013580322,N/A,Release Default
2025-03-17 15:20:48,4.9499993324279785,-0.9499431413463135,1.5000017325030726,-2.5999766788878382,-1.2000373045550745,1.6999766826629639,N/A,Default
2025-03-17 15:20:50,4.623682022094727,-0.9499722284129639,1.49998647371401,-2.370206495324606,-1.3378780523883265,1.4701834917068481,N/A,Moving to Pick
2025-03-17 15:20:55,4.240033149719238,-0.8000102800181885,1.4999435583697718,-2.100004812280172,-1.5000255743609827,1.2000157833099365,CLOSE,Gripper Action
2025-03-17 15:20:55,4.240005970001221,-0.800006703739502,1.499967400227682,-2.100004812280172,-1.5000141302691858,1.2000086307525635,N/A,Moving to UP
2025-03-17 15:20:57,4.240005970001221,-0.9499925535968323,1.5000017325030726,-2.1000095806517542,-1.5000293890582483,1.200000286102295,N/A,Moving
2025-03-17 15:20:59,4.56149435043335,-0.9500031632236023,1.5000136534320276,-2.10001339534902,-1.2903578917132776,1.409651279449463,N/A,Moving to Down
2025-03-17 15:21:07,4.699996471405029,-0.7999947828105469,1.500026051198141,-2.0999824009337367,-1.2000072638141077,1.5000247955322266,OPEN,Gripper Action
2025-03-17 15:21:07,4.700022220611572,-0.800010160808899,1.500026051198141,-2.10001339534902,-1.2000177542315882,1.4999780654907227,N/A,Release Default
2025-03-17 15:21:09,4.69998836517334,-0.950026885872223,1.4999712149249476,-2.0999628506102503,-1.2000215689288538,1.4999884366989136,N/A,Default
2025-03-17 15:21:11,4.5189409255981445,-0.8820864123157044,1.364164177571432,-2.1905485592284144,-1.1094268004046839,1.2736520767211914,N/A,Moving to Pick
2025-03-17 15:21:18,4.30003547668457,-0.5600026410869141,1.199949089680807,-2.299986501733297,-0.9999893347369593,0.9999885559082031,CLOSE,Gripper Action
2025-03-17 15:21:18,4.300004482269287,-0.5599990648082276,1.1999734083758753,-2.3000132046141566,-0.9999664465533655,1.0000029802322388,N/A,Moving to UP
2025-03-17 15:21:20,4.300020217895508,-0.8978691858104249,1.2000158468829554,-2.300005098382467,-0.9999788443194788,1.0000386238098145,N/A,Moving
2025-03-17 15:21:22,4.553472995758057,-0.7517984670451661,1.0440252462970179,-2.3780256710448207,-1.156034294758932,1.233978271484375,N/A,Moving to Down
2025-03-17 15:21:31,4.949980735778809,-0.3700161737254639,0.8000100294696253,-2.499998708764547,-1.3999932448016565,1.5999640226364136,OPEN,Gripper Action
2025-03-17 15:21:31,4.9499993324279785,-0.3699971002391358,0.8000262419330042,-2.499986310998434,-1.4000089804278772,1.6000103950500488,N/A,Release Default
2025-03-17 15:21:33,4.949992656707764,-0.5199969571879883,0.8000262419330042,-2.499998708764547,-1.4000089804278772,1.5999915599822998,N/A,Default
2025-03-17 15:21:35,4.618129253387451,-0.5199814599803467,0.8000062147723597,-2.499986310998434,-1.4000209013568323,1.5999983549118042,N/A,Moving to Pick
2025-03-17 15:21:39,4.30000114440918,-0.4000106614879151,0.7998827139483851,-2.1000291309752406,-1.3999622503863733,1.1999967098236084,CLOSE,Gripper Action
2025-03-17 15:21:39,4.300016403198242,-0.40000708520922856,0.7999179998980921,-2.100006242791647,-1.3999932448016565,1.2000120878219604,N/A,Moving to UP
2025-03-17 15:21:41,4.300020217895508,-0.5155784648707886,0.8000062147723597,-2.4081369839110316,-1.4000056425677698,1.508105993270874,N/A,Moving
2025-03-17 15:21:43,4.546619415283203,-0.5499951404384156,0.8000100294696253,-2.5000134907164515,-1.3999746481524866,1.6000102758407593,N/A,Moving to Down
2025-03-17 15:21:52,4.669981002807617,-0.3900035184672852,0.8000028769122522,-2.1000095806517542,-1.1999715010272425,1.2000157833099365,OPEN,Gripper Action
2025-03-17 15:21:52,4.669984817504883,-0.3899999421885987,0.7999790350543421,-2.1000291309752406,-1.1999905745135706,1.1999967098236084,N/A,Release Default
